Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
#2868 039,13-Oct-20,Tuesday,21,Visa,PIN,£127,ATM,Subscription,USA,USA,USA,M,25.2,Barlcays,0
#2724 574,13-Oct-20,Tuesday,15,Visa,PIN,£165,ATM,Children,USA,USA,United Kingdom,F,44.6,Metro,1
#2697 119,14-Oct-20,Wednesday,6,Visa,PIN,£18,ATM,Products,USA,USA,United Kingdom,M,45.9,Barlcays,1
#3184 561,13-Oct-20,Tuesday,11,Visa,PIN,£5,ATM,Food,USA,USA,USA,M,49.7,Barlcays,0
#3467 311,14-Oct-20,Wednesday,18,Visa,PIN,£25,ATM,Fashion,USA,USA,United Kingdom,M,62,Metro,1
#3646 066,13-Oct-20,Tuesday,17,MasterCard,PIN,£20,ATM,Subscription,USA,USA,USA,F,44.1,HSBC,0
#3461 434,14-Oct-20,Wednesday,15,MasterCard,PIN,£370,ATM,Products,USA,USA,USA,M,35.1,Halifax,0
#2815 285,13-Oct-20,Tuesday,21,Visa,PIN,£22,ATM,Gaming,USA,USA,USA,M,43.2,RBS,0
#3350 274,13-Oct-20,Tuesday,17,MasterCard,PIN,£94,ATM,Gaming,USA,USA,United Kingdom,F,58.9,Barclays,0
#2850 628,13-Oct-20,Tuesday,18,Visa,PIN,£21,ATM,Restaurant,USA,USA,USA,F,75.1,Monzo,0
#3070 016,14-Oct-20,Wednesday,17,Visa,PIN,£71,ATM,Children,USA,USA,USA,M,44.7,Halifax,0
#3286 844,14-Oct-20,Wednesday,14,MasterCard,PIN,£5,ATM,Food,USA,USA,United Kingdom,F,36.4,Halifax,0
#3327 635,13-Oct-20,Tuesday,16,Visa,PIN,£11,ATM,Services,USA,USA,USA,M,48.3,Barclays,0
#3496 093,13-Oct-20,Tuesday,15,MasterCard,PIN,£8,ATM,Entertainment,USA,USA,USA,M,62.5,Halifax,0
#3311 286,14-Oct-20,Wednesday,10,MasterCard,PIN,£24,ATM,Electronics,USA,USA,USA,M,43.9,Barclays,0
#3371 172,14-Oct-20,Wednesday,3,Visa,PIN,£18,ATM,Subscription,USA,USA,United Kingdom,M,41.6,RBS,1
#3507 774,13-Oct-20,Tuesday,2,MasterCard,PIN,£160,ATM,Children,USA,USA,United Kingdom,M,49.5,Barlcays,1
#3382 048,14-Oct-20,Wednesday,15,MasterCard,PIN,£28,ATM,Entertainment,USA,USA,United Kingdom,F,37.1,Lloyds,0
#3279 694,14-Oct-20,Wednesday,17,Visa,PIN,£12,ATM,Entertainment,USA,USA,USA,F,40,Metro,0
#2858 520,13-Oct-20,Tuesday,10,MasterCard,PIN,£267,ATM,Subscription,USA,USA,United Kingdom,M,32.5,Halifax,0
#3138 481,13-Oct-20,Tuesday,9,MasterCard,PIN,£33,ATM,Gaming,USA,USA,USA,M,28,Barclays,0
#2884 581,14-Oct-20,Wednesday,16,Visa,PIN,£23,ATM,Products,USA,USA,United Kingdom,F,42.2,HSBC,0
#3119 902,13-Oct-20,Tuesday,23,Visa,PIN,£313,ATM,Gaming,USA,USA,USA,M,22.6,Lloyds,0
#2695 496,14-Oct-20,Wednesday,22,MasterCard,PIN,£24,ATM,Subscription,USA,USA,USA,F,46.7,Barclays,0
#2807 439,13-Oct-20,Tuesday,11,Visa,PIN,£14,ATM,Gaming,USA,USA,United Kingdom,M,45.6,Barclays,1
#2737 701,13-Oct-20,Tuesday,18,Visa,PIN,£13,ATM,Entertainment,USA,USA,USA,F,47.8,Barclays,0
#2777 416,14-Oct-20,Wednesday,8,Visa,PIN,£358,ATM,Products,USA,USA,USA,M,41.4,RBS,0
#2917 285,13-Oct-20,Tuesday,13,Visa,PIN,£111,ATM,Subscription,USA,USA,USA,F,34.8,Halifax,0
#3414 308,14-Oct-20,Wednesday,8,Visa,PIN,£84,ATM,Products,USA,USA,USA,F,52,Halifax,0
#3378 497,14-Oct-20,Wednesday,10,Visa,PIN,£289,ATM,Fashion,USA,USA,United Kingdom,F,56.4,Metro,0
#2948 932,14-Oct-20,Wednesday,23,MasterCard,PIN,£191,ATM,Entertainment,USA,USA,United Kingdom,F,54.9,Lloyds,0
#2823 483,13-Oct-20,Tuesday,7,MasterCard,PIN,£9,ATM,Children,USA,USA,USA,M,39.5,HSBC,0
#2961 079,13-Oct-20,Tuesday,19,MasterCard,PIN,£23,ATM,Electronics,USA,USA,USA,F,44.6,RBS,0
#2683 168,14-Oct-20,Wednesday,7,Visa,PIN,£22,ATM,Subscription,USA,USA,USA,F,45.9,Monzo,0
#3327 906,14-Oct-20,Wednesday,17,MasterCard,PIN,£81,ATM,Services,USA,USA,USA,F,50.4,Halifax,0
#3022 675,13-Oct-20,Tuesday,13,Visa,PIN,£235,ATM,Food,USA,USA,United Kingdom,M,33.1,Barclays,1
#3118 074,14-Oct-20,Wednesday,15,MasterCard,PIN,£9,ATM,Restaurant,USA,USA,USA,F,45.9,Halifax,0
#2739 873,13-Oct-20,Tuesday,23,Visa,PIN,£37,ATM,Entertainment,USA,USA,USA,F,44.9,Monzo,0
#3608 663,14-Oct-20,Wednesday,6,Visa,PIN,£21,ATM,Services,USA,USA,United Kingdom,M,40.4,Metro,1
#3070 666,14-Oct-20,Wednesday,9,Visa,PIN,£244,ATM,Restaurant,USA,USA,United Kingdom,F,44.6,Barclays,0
#3423 775,14-Oct-20,Wednesday,19,Visa,PIN,£306,ATM,Entertainment,USA,USA,USA,M,35.7,Barclays,0
#2830 011,14-Oct-20,Wednesday,18,Visa,PIN,£166,ATM,Products,USA,USA,USA,F,40.1,Lloyds,0
#2917 943,13-Oct-20,Tuesday,22,MasterCard,PIN,£182,ATM,Children,USA,USA,USA,F,49.2,Metro,0
#3069 582,14-Oct-20,Wednesday,22,Visa,PIN,£22,ATM,Restaurant,USA,USA,USA,F,25.2,HSBC,0
#3143 329,14-Oct-20,Wednesday,2,MasterCard,PIN,£305,ATM,Children,USA,USA,United Kingdom,F,41.8,Halifax,1
#2576 557,14-Oct-20,Wednesday,21,Visa,PIN,£29,ATM,Entertainment,USA,USA,United Kingdom,F,57.7,Barlcays,1
#3467 626,14-Oct-20,Wednesday,10,Visa,PIN,£12,ATM,Gaming,USA,USA,USA,F,55.8,Barclays,0
#3019 780,14-Oct-20,Wednesday,16,MasterCard,PIN,£332,ATM,Services,USA,USA,USA,M,60.5,Monzo,0
#3303 121,14-Oct-20,Wednesday,7,Visa,PIN,£7,ATM,Food,USA,USA,United Kingdom,M,42.7,Monzo,1
#3111 401,14-Oct-20,Wednesday,12,Visa,PIN,£104,ATM,Restaurant,USA,USA,USA,M,52.8,Barclays,0
#3313 197,13-Oct-20,Tuesday,22,MasterCard,PIN,£347,ATM,Children,USA,USA,United Kingdom,M,35.5,HSBC,0
#2817 849,14-Oct-20,Wednesday,23,MasterCard,PIN,£64,ATM,Food,USA,USA,USA,F,30.8,Metro,0
#3486 113,13-Oct-20,Tuesday,11,Visa,PIN,£257,ATM,Entertainment,USA,USA,USA,F,42.4,Lloyds,0
#3304 814,13-Oct-20,Tuesday,16,MasterCard,PIN,£67,ATM,Subscription,USA,USA,United Kingdom,F,46.5,Barclays,0
#3687 116,14-Oct-20,Wednesday,21,Visa,PIN,£9,ATM,Restaurant,USA,USA,USA,M,49.9,Barlcays,0
#3318 585,14-Oct-20,Wednesday,23,Visa,PIN,£81,ATM,Entertainment,USA,USA,United Kingdom,F,39.4,Barclays,0
#3236 362,14-Oct-20,Wednesday,23,MasterCard,PIN,£5,ATM,Entertainment,USA,USA,United Kingdom,M,40.2,Barlcays,0
#2641 484,13-Oct-20,Tuesday,8,Visa,PIN,£100,ATM,Restaurant,USA,USA,United Kingdom,F,54.4,Metro,0
#3017 846,14-Oct-20,Wednesday,23,MasterCard,PIN,£7,ATM,Restaurant,USA,USA,United Kingdom,F,37.6,Lloyds,0
#2555 061,14-Oct-20,Wednesday,15,MasterCard,PIN,£26,ATM,Children,USA,USA,United Kingdom,F,50.5,Barclays,1
#3112 331,14-Oct-20,Wednesday,17,MasterCard,PIN,£206,ATM,Restaurant,USA,USA,USA,F,52.3,Barclays,0
#2995 168,14-Oct-20,Wednesday,21,Visa,PIN,£9,ATM,Subscription,USA,USA,USA,F,46.6,HSBC,0
#3445 403,13-Oct-20,Tuesday,7,MasterCard,PIN,£25,ATM,Children,USA,USA,USA,F,52.6,Barclays,0
#3418 486,14-Oct-20,Wednesday,17,Visa,PIN,£333,ATM,Subscription,USA,USA,USA,M,45,Barlcays,0
#3605 197,13-Oct-20,Tuesday,23,MasterCard,PIN,£137,ATM,Food,USA,USA,USA,M,53.1,Monzo,0
#3045 807,14-Oct-20,Wednesday,21,MasterCard,PIN,£75,ATM,Electronics,USA,USA,USA,F,53.2,RBS,0
#3009 857,13-Oct-20,Tuesday,23,MasterCard,PIN,£20,ATM,Children,USA,USA,United Kingdom,F,39.3,Barlcays,1
#2840 368,13-Oct-20,Tuesday,14,Visa,PIN,£24,ATM,Food,USA,USA,United Kingdom,M,44.9,Barclays,1
#3570 860,14-Oct-20,Wednesday,10,MasterCard,PIN,£34,ATM,Fashion,USA,USA,USA,M,34.8,Barclays,0
#3326 304,13-Oct-20,Tuesday,21,Visa,PIN,£21,ATM,Children,USA,USA,USA,F,43.5,Monzo,0
#2896 943,13-Oct-20,Tuesday,15,MasterCard,PIN,£24,ATM,Entertainment,USA,USA,USA,F,46.1,HSBC,0
#3128 284,14-Oct-20,Wednesday,21,MasterCard,PIN,£228,ATM,Food,USA,USA,USA,F,24,Barclays,0
#3200 459,14-Oct-20,Wednesday,8,MasterCard,PIN,£329,ATM,Services,USA,USA,United Kingdom,M,38.4,Lloyds,0
#3322 491,14-Oct-20,Wednesday,9,MasterCard,PIN,£111,ATM,Subscription,USA,USA,United Kingdom,F,48,Barlcays,0
#3149 858,14-Oct-20,Wednesday,13,MasterCard,PIN,£24,ATM,Electronics,USA,USA,United Kingdom,M,54.3,RBS,1
#3677 523,13-Oct-20,Tuesday,13,MasterCard,PIN,£74,ATM,Restaurant,USA,USA,United Kingdom,F,46.5,Halifax,0
#2568 221,13-Oct-20,Tuesday,11,Visa,PIN,£189,ATM,Fashion,USA,USA,USA,F,38.6,Barclays,0
#3540 719,13-Oct-20,Tuesday,15,MasterCard,PIN,£10,ATM,Subscription,USA,USA,USA,F,25,Barlcays,0
#3064 961,13-Oct-20,Tuesday,21,MasterCard,PIN,£301,ATM,Entertainment,USA,USA,USA,F,71.1,RBS,0
#3190 452,14-Oct-20,Wednesday,12,MasterCard,PIN,£48,ATM,Services,USA,USA,USA,M,39.1,RBS,0
#3060 521,13-Oct-20,Tuesday,23,Visa,PIN,£9,ATM,Children,USA,USA,USA,F,37.9,Barclays,0
#3136 724,13-Oct-20,Tuesday,20,Visa,PIN,£23,ATM,Restaurant,USA,USA,United Kingdom,F,40.9,Barclays,0
#3467 555,14-Oct-20,Wednesday,18,MasterCard,PIN,£6,ATM,Gaming,USA,USA,USA,F,41.2,Metro,0
#3425 293,14-Oct-20,Wednesday,13,Visa,PIN,£30,ATM,Fashion,USA,USA,USA,F,42.6,Barlcays,0
#3654 553,13-Oct-20,Tuesday,15,Visa,PIN,£113,ATM,Subscription,USA,USA,USA,F,35.7,Barlcays,0
#3648 004,14-Oct-20,Wednesday,17,MasterCard,PIN,£195,ATM,Products,USA,USA,USA,M,44,Barlcays,0
#2670 262,13-Oct-20,Tuesday,9,MasterCard,PIN,£5,ATM,Fashion,USA,USA,USA,F,54.4,Barclays,0
#3022 609,14-Oct-20,Wednesday,15,MasterCard,PIN,£93,ATM,Gaming,USA,USA,USA,F,37.1,RBS,0
#2991 211,13-Oct-20,Tuesday,23,MasterCard,PIN,£22,ATM,Products,USA,USA,United Kingdom,M,51.7,Barlcays,0
#3595 346,13-Oct-20,Tuesday,9,MasterCard,PIN,£250,ATM,Products,USA,USA,USA,M,43.2,Halifax,0
#2842 118,13-Oct-20,Tuesday,21,Visa,PIN,£151,ATM,Gaming,USA,USA,United Kingdom,F,40.6,Barlcays,0
#2781 462,13-Oct-20,Tuesday,19,Visa,PIN,£6,ATM,Products,USA,USA,USA,F,45.1,Halifax,0
#2823 182,13-Oct-20,Tuesday,17,Visa,PIN,£14,ATM,Products,USA,USA,USA,M,41.5,Halifax,0
#3635 551,14-Oct-20,Wednesday,10,MasterCard,PIN,£368,ATM,Entertainment,USA,USA,United Kingdom,M,57.9,Barclays,0
#3432 610,13-Oct-20,Tuesday,10,Visa,PIN,£174,ATM,Children,USA,USA,USA,M,49.4,Barclays,0
#3539 453,14-Oct-20,Wednesday,16,MasterCard,PIN,£364,ATM,Entertainment,USA,USA,USA,M,41.5,Barlcays,0
#2976 654,13-Oct-20,Tuesday,23,MasterCard,PIN,£281,ATM,Products,USA,USA,USA,M,32,RBS,0
#2684 872,14-Oct-20,Wednesday,15,Visa,PIN,£8,ATM,Products,USA,USA,United Kingdom,F,47.1,Barlcays,1
#3403 053,13-Oct-20,Tuesday,17,MasterCard,PIN,£28,ATM,Electronics,USA,USA,United Kingdom,F,51.3,Lloyds,1
#2832 172,14-Oct-20,Wednesday,15,Visa,PIN,£27,ATM,Services,USA,USA,USA,M,39,Barclays,0
#3167 997,14-Oct-20,Wednesday,17,Visa,PIN,£27,ATM,Products,USA,USA,USA,M,51.1,Monzo,0
#3666 832,14-Oct-20,Wednesday,7,MasterCard,PIN,£15,ATM,Services,USA,USA,USA,F,35.1,Barclays,0
#2790 731,13-Oct-20,Tuesday,12,Visa,PIN,£14,ATM,Electronics,USA,USA,USA,F,53,Monzo,0
#3592 287,13-Oct-20,Tuesday,17,Visa,PIN,£28,ATM,Gaming,USA,USA,United Kingdom,F,40.6,Halifax,1
#3556 322,14-Oct-20,Wednesday,22,MasterCard,PIN,£241,ATM,Restaurant,USA,USA,United Kingdom,M,52,RBS,0
#3471 006,14-Oct-20,Wednesday,13,MasterCard,PIN,£19,ATM,Children,USA,USA,USA,F,42.4,Lloyds,0
#2589 515,13-Oct-20,Tuesday,15,MasterCard,PIN,£89,ATM,Gaming,USA,United Kingdom,USA,M,38.7,RBS,0
#2624 331,13-Oct-20,Tuesday,11,MasterCard,PIN,£19,ATM,Subscription,USA,USA,USA,F,53,Metro,0
#2804 222,13-Oct-20,Tuesday,7,MasterCard,PIN,£36,ATM,Services,USA,USA,USA,F,40,Barclays,0
#3455 340,14-Oct-20,Wednesday,13,MasterCard,PIN,£28,ATM,Entertainment,USA,United Kingdom,USA,M,32.1,RBS,0
#2827 393,13-Oct-20,Tuesday,19,MasterCard,PIN,£221,ATM,Products,USA,USA,United Kingdom,F,42.6,Barclays,0
#3233 767,13-Oct-20,Tuesday,11,MasterCard,PIN,£7,ATM,Fashion,USA,USA,USA,M,41.4,Barclays,0
#3411 673,14-Oct-20,Wednesday,7,Visa,PIN,£20,ATM,Children,USA,USA,USA,M,42,Barlcays,0
#2994 784,13-Oct-20,Tuesday,9,MasterCard,PIN,£10,ATM,Electronics,USA,USA,United Kingdom,M,46.4,Lloyds,1
#2959 190,14-Oct-20,Wednesday,15,MasterCard,PIN,£22,ATM,Entertainment,USA,USA,United Kingdom,F,32.4,Monzo,0
#2754 355,13-Oct-20,Tuesday,23,MasterCard,PIN,£8,ATM,Fashion,USA,USA,USA,M,45.5,Barlcays,0
#3679 918,14-Oct-20,Wednesday,12,MasterCard,PIN,£9,ATM,Fashion,USA,USA,USA,M,26.1,Barclays,0
#2682 810,14-Oct-20,Wednesday,18,Visa,PIN,£69,ATM,Food,USA,United Kingdom,USA,F,38.8,Halifax,0
#2850 713,13-Oct-20,Tuesday,17,Visa,PIN,£11,ATM,Products,USA,USA,USA,F,38.5,Barclays,0
#2717 773,14-Oct-20,Wednesday,10,MasterCard,PIN,£9,ATM,Children,USA,USA,USA,M,58.9,HSBC,0
#2959 888,14-Oct-20,Wednesday,1,MasterCard,PIN,£17,ATM,Electronics,USA,USA,United Kingdom,F,42.6,Lloyds,1
#3593 823,14-Oct-20,Wednesday,9,MasterCard,PIN,£22,ATM,Restaurant,USA,USA,United Kingdom,F,43.4,RBS,0
#3616 010,14-Oct-20,Wednesday,8,MasterCard,PIN,£13,ATM,Products,USA,USA,USA,F,55.6,Halifax,0
#3301 872,13-Oct-20,Tuesday,9,Visa,PIN,£16,ATM,Electronics,USA,USA,USA,M,56.6,Monzo,0
#2771 066,13-Oct-20,Tuesday,14,MasterCard,PIN,£293,ATM,Gaming,USA,USA,United Kingdom,M,35.1,Metro,0
#2763 076,13-Oct-20,Tuesday,11,MasterCard,PIN,£30,ATM,Restaurant,USA,USA,USA,M,31.2,Barclays,0
#3551 725,14-Oct-20,Wednesday,7,Visa,PIN,£21,ATM,Services,USA,USA,USA,F,50.7,HSBC,0
#3386 135,13-Oct-20,Tuesday,14,Visa,PIN,£345,ATM,Electronics,USA,USA,United Kingdom,M,43.7,Monzo,0
#3580 142,14-Oct-20,Wednesday,13,MasterCard,PIN,£15,ATM,Products,USA,USA,United Kingdom,F,54.4,Halifax,1
#3110 386,14-Oct-20,Wednesday,14,Visa,PIN,£231,ATM,Entertainment,USA,United Kingdom,USA,M,29.5,RBS,0
#3021 292,14-Oct-20,Wednesday,16,Visa,PIN,£16,ATM,Children,USA,USA,USA,M,67.4,Monzo,0
#2671 272,13-Oct-20,Tuesday,22,Visa,PIN,£20,ATM,Fashion,USA,USA,USA,F,37.4,Barlcays,0
#3150 677,14-Oct-20,Wednesday,12,MasterCard,PIN,£115,ATM,Children,USA,USA,United Kingdom,F,35.6,Halifax,0
#2770 952,13-Oct-20,Tuesday,19,Visa,PIN,£322,ATM,Entertainment,USA,USA,USA,M,51.4,Barlcays,0
#2949 023,13-Oct-20,Tuesday,23,MasterCard,PIN,£22,ATM,Restaurant,USA,USA,USA,M,46.9,Barlcays,0
#3639 930,13-Oct-20,Tuesday,12,MasterCard,PIN,£112,ATM,Products,USA,USA,United Kingdom,M,34.8,HSBC,0
#3336 032,13-Oct-20,Tuesday,13,MasterCard,PIN,£18,ATM,Subscription,USA,USA,USA,M,21.9,RBS,0
#2730 233,13-Oct-20,Tuesday,0,MasterCard,PIN,£11,ATM,Gaming,USA,USA,United Kingdom,M,47,Barclays,1
#2587 234,13-Oct-20,Tuesday,22,MasterCard,PIN,£18,ATM,Gaming,USA,USA,USA,F,46.2,HSBC,0
#3138 777,13-Oct-20,Tuesday,18,MasterCard,PIN,£26,ATM,Children,USA,USA,USA,F,51.5,Monzo,0
#3270 074,14-Oct-20,Wednesday,16,Visa,PIN,£99,ATM,Gaming,USA,United Kingdom,USA,M,62.1,Barclays,0
#3059 552,14-Oct-20,Wednesday,15,MasterCard,PIN,£257,ATM,Products,USA,USA,United Kingdom,F,37.5,Barlcays,0
#3070 958,14-Oct-20,Wednesday,10,Visa,PIN,£363,ATM,Fashion,USA,USA,United Kingdom,M,45,Monzo,0
#3678 663,14-Oct-20,Wednesday,19,Visa,PIN,£30,ATM,Food,USA,USA,USA,M,44.5,Barlcays,0
#2781 561,14-Oct-20,Wednesday,21,Visa,PIN,£9,ATM,Subscription,USA,USA,USA,F,32.4,Monzo,0
#3515 164,14-Oct-20,Wednesday,9,Visa,PIN,£10,ATM,Entertainment,USA,USA,USA,M,43.1,Halifax,0
#3058 244,13-Oct-20,Tuesday,15,MasterCard,PIN,£207,ATM,Electronics,USA,USA,USA,M,37.8,Halifax,0
#3408 115,13-Oct-20,Tuesday,0,MasterCard,PIN,£14,ATM,Electronics,USA,USA,United Kingdom,M,54.6,Lloyds,1
#3642 153,14-Oct-20,Wednesday,13,Visa,PIN,£207,ATM,Products,USA,USA,USA,F,58.8,HSBC,0
#3024 515,13-Oct-20,Tuesday,22,Visa,PIN,£13,ATM,Gaming,USA,USA,United Kingdom,M,52.1,Monzo,1
#3629 908,13-Oct-20,Tuesday,11,Visa,PIN,£150,ATM,Fashion,USA,USA,USA,F,63.6,HSBC,0
#3083 430,14-Oct-20,Wednesday,18,MasterCard,PIN,£237,ATM,Services,USA,USA,United Kingdom,F,50.2,Barclays,0
#2822 418,14-Oct-20,Wednesday,17,MasterCard,PIN,£17,ATM,Gaming,USA,USA,USA,M,39.4,Metro,0
#2695 038,13-Oct-20,Tuesday,15,Visa,PIN,£144,ATM,Children,USA,USA,United Kingdom,F,40.3,RBS,0
#2563 760,14-Oct-20,Wednesday,10,Visa,PIN,£18,ATM,Gaming,USA,USA,USA,M,40.9,Barclays,0
#2867 108,13-Oct-20,Tuesday,9,MasterCard,PIN,£114,ATM,Services,USA,USA,United Kingdom,M,61.9,Monzo,0
#3591 973,14-Oct-20,Wednesday,9,MasterCard,PIN,£386,ATM,Food,USA,USA,USA,M,42.2,HSBC,0
#3506 073,13-Oct-20,Tuesday,8,Visa,PIN,£19,ATM,Electronics,USA,USA,USA,M,68.7,Metro,0
#2895 902,13-Oct-20,Tuesday,9,Visa,PIN,£10,ATM,Gaming,USA,USA,USA,F,48.9,Barclays,0
#3157 596,14-Oct-20,Wednesday,19,Visa,PIN,£195,ATM,Fashion,USA,USA,USA,F,51.5,Barclays,0
#2605 264,13-Oct-20,Tuesday,18,MasterCard,PIN,£18,ATM,Services,USA,USA,USA,M,38.9,Barclays,0
#2986 744,14-Oct-20,Wednesday,19,MasterCard,PIN,£22,ATM,Entertainment,USA,USA,USA,F,37,Lloyds,0
#3479 515,14-Oct-20,Wednesday,22,MasterCard,PIN,£20,ATM,Restaurant,USA,USA,United Kingdom,F,46,RBS,0
#3295 382,14-Oct-20,Wednesday,12,Visa,PIN,£6,ATM,Food,USA,USA,United Kingdom,M,38.2,Barclays,1
#2971 827,13-Oct-20,Tuesday,9,MasterCard,PIN,£15,ATM,Food,USA,USA,United Kingdom,F,32.1,Barclays,1
#3592 562,13-Oct-20,Tuesday,9,MasterCard,PIN,£267,ATM,Services,USA,USA,USA,F,54.4,Barclays,0
#3086 752,13-Oct-20,Tuesday,14,Visa,PIN,£23,ATM,Subscription,USA,USA,United Kingdom,F,34.2,Barlcays,0
#3112 503,14-Oct-20,Wednesday,17,Visa,PIN,£22,ATM,Gaming,USA,USA,United Kingdom,F,50.9,Barclays,0
#3368 236,13-Oct-20,Tuesday,17,MasterCard,PIN,£348,ATM,Gaming,USA,USA,USA,M,33.6,Metro,0
#3478 787,13-Oct-20,Tuesday,16,Visa,PIN,£23,ATM,Electronics,USA,USA,USA,F,41.3,Barclays,0
#3036 632,14-Oct-20,Wednesday,13,Visa,PIN,£19,ATM,Children,USA,USA,United Kingdom,F,45.7,Monzo,1
#2760 276,13-Oct-20,Tuesday,19,Visa,PIN,£6,ATM,Entertainment,USA,USA,USA,M,33,Barlcays,0
#3618 539,13-Oct-20,Tuesday,10,MasterCard,PIN,£399,ATM,Products,USA,USA,United Kingdom,M,24.7,Lloyds,0
#3069 317,14-Oct-20,Wednesday,21,Visa,PIN,£195,ATM,Subscription,USA,USA,USA,M,46.1,Barclays,0
#3299 690,14-Oct-20,Wednesday,7,Visa,PIN,£26,ATM,Electronics,USA,USA,USA,M,47.3,Barclays,0
#2943 439,14-Oct-20,Wednesday,15,Visa,PIN,£80,ATM,Restaurant,USA,USA,USA,M,40.7,Barclays,0
#2877 424,13-Oct-20,Tuesday,12,MasterCard,PIN,£26,ATM,Restaurant,USA,USA,USA,F,56.4,Lloyds,0
#2687 455,13-Oct-20,Tuesday,12,Visa,PIN,£51,ATM,Services,USA,USA,United Kingdom,F,48.9,Barclays,0
#2554 784,13-Oct-20,Tuesday,12,MasterCard,PIN,£314,ATM,Food,USA,USA,USA,M,42,Barclays,0
#2657 422,14-Oct-20,Wednesday,14,Visa,PIN,£334,ATM,Fashion,USA,USA,USA,M,25.8,RBS,0
#3209 230,13-Oct-20,Tuesday,20,Visa,PIN,£348,ATM,Restaurant,USA,USA,United Kingdom,F,33.5,Barclays,0
#3268 021,14-Oct-20,Wednesday,0,MasterCard,PIN,£346,ATM,Electronics,USA,USA,United Kingdom,F,44.2,RBS,1
#3508 225,13-Oct-20,Tuesday,21,Visa,PIN,£346,ATM,Entertainment,USA,USA,USA,M,36.1,Barlcays,0
#3036 646,13-Oct-20,Tuesday,17,MasterCard,PIN,£24,ATM,Electronics,USA,USA,United Kingdom,M,36.6,Barclays,1
#3395 796,14-Oct-20,Wednesday,23,Visa,PIN,£18,ATM,Electronics,USA,USA,USA,F,48.8,Barclays,0
#3489 218,14-Oct-20,Wednesday,15,MasterCard,PIN,£249,ATM,Children,USA,USA,USA,M,54.5,Barclays,0
#3685 364,14-Oct-20,Wednesday,13,Visa,PIN,£16,ATM,Restaurant,USA,USA,USA,M,50.1,Barclays,0
#3611 280,14-Oct-20,Wednesday,22,Visa,PIN,£20,ATM,Fashion,USA,USA,USA,F,47.9,HSBC,0
#2662 948,14-Oct-20,Wednesday,3,Visa,PIN,£184,ATM,Gaming,USA,USA,United Kingdom,M,40.7,Halifax,1
#3654 888,13-Oct-20,Tuesday,9,Visa,PIN,£54,ATM,Children,USA,USA,USA,M,56.9,Barlcays,0
#2868 224,13-Oct-20,Tuesday,7,Visa,PIN,£172,ATM,Restaurant,USA,USA,USA,F,24.9,HSBC,0
#2986 570,14-Oct-20,Wednesday,13,MasterCard,PIN,£11,ATM,Fashion,USA,USA,USA,M,52.1,HSBC,0
#3641 884,14-Oct-20,Wednesday,22,Visa,PIN,£25,ATM,Gaming,USA,USA,USA,M,57.1,Monzo,0
#3106 713,13-Oct-20,Tuesday,7,Visa,PIN,£15,ATM,Children,USA,United Kingdom,USA,F,68.9,Barlcays,0
#3486 337,13-Oct-20,Tuesday,17,Visa,PIN,£360,ATM,Services,USA,USA,USA,F,65.1,Metro,0
#3007 045,13-Oct-20,Tuesday,7,MasterCard,PIN,£23,ATM,Gaming,USA,USA,United Kingdom,F,57.6,Barlcays,0
#2687 028,13-Oct-20,Tuesday,1,MasterCard,PIN,£10,ATM,Fashion,USA,USA,United Kingdom,M,45.2,Monzo,1
#3565 218,13-Oct-20,Tuesday,8,MasterCard,PIN,£82,ATM,Food,USA,USA,USA,F,45.7,Barclays,0
#3394 821,13-Oct-20,Tuesday,15,MasterCard,PIN,£26,ATM,Products,USA,USA,USA,F,39.2,HSBC,0
#3263 411,13-Oct-20,Tuesday,19,Visa,PIN,£270,ATM,Food,USA,USA,United Kingdom,M,41.7,Monzo,1
#3113 406,13-Oct-20,Tuesday,17,Visa,PIN,£165,ATM,Electronics,USA,USA,USA,M,60.7,Lloyds,0
#2883 996,13-Oct-20,Tuesday,7,MasterCard,PIN,£16,ATM,Gaming,USA,USA,USA,F,46.8,Barclays,0
#3380 994,14-Oct-20,Wednesday,10,MasterCard,PIN,£30,ATM,Products,USA,USA,United Kingdom,F,47.3,Barlcays,0
#3629 350,13-Oct-20,Tuesday,5,MasterCard,PIN,£27,ATM,Electronics,USA,USA,United Kingdom,M,46.1,Barclays,1
#3457 996,14-Oct-20,Wednesday,12,Visa,PIN,£168,ATM,Products,USA,USA,United Kingdom,F,68.1,Lloyds,0
#3416 157,14-Oct-20,Wednesday,18,Visa,PIN,£243,ATM,Subscription,USA,USA,USA,M,30.7,RBS,0
#2838 867,14-Oct-20,Wednesday,14,MasterCard,PIN,£29,ATM,Children,USA,USA,USA,M,47,Barclays,0
#2682 257,13-Oct-20,Tuesday,15,Visa,PIN,£179,ATM,Gaming,USA,USA,United Kingdom,M,49.6,Barclays,0
#2876 249,13-Oct-20,Tuesday,13,Visa,PIN,£6,ATM,Subscription,USA,USA,United Kingdom,M,53.4,Barlcays,1
#2552 439,14-Oct-20,Wednesday,10,MasterCard,PIN,£21,ATM,Services,USA,USA,USA,M,39.6,Monzo,0
#3503 757,13-Oct-20,Tuesday,5,Visa,PIN,£29,ATM,Products,USA,USA,United Kingdom,F,41.6,Barclays,1
